60.383,59.567,61.712,60.549,60.559,59.693,61.76,60.584,60.58,59.722,61.754,60.602,60.598,59.782,61.92,60.706,60.663,59.814,61.972,60.769,60.738,59.901,62.022,60.891,60.894,60.093,62.17,60.968,60.927,60.043,62.082,60.96,57.335,56.895,57.101,58.157,57.477,57.001,57.155,58.223,57.495,57.021,57.146,58.26,57.544,57.07,57.263,58.299,57.551,57.045,57.26,58.321,57.614,57.171,57.357,58.446,57.768,57.292,57.453,58.495,57.787,57.312,57.433,58.597,40.255,40.806,41.469,39.632,40.386,40.876,41.464,39.612,40.362,40.915,41.524,39.697,40.362,40.892,41.561,39.684,40.357,40.916,41.617,39.734,40.381,40.902,41.611,39.85,40.605,41.156,41.766,39.868,40.586,41.156,41.702,39.95
60.379,60.827,61.607,60.368,60.551,60.942,61.632,60.426,60.602,60.911,61.604,60.408,60.622,61.042,61.84,60.548,60.725,61.075,61.892,60.62,60.782,61.12,61.917,60.682,60.917,61.297,62.009,60.737,60.946,61.273,61.926,60.779,59.1,56.957,57.844,57.534,59.226,57.07,57.89,57.594,59.277,57.084,57.873,57.619,59.351,57.19,58.051,57.718,59.395,57.169,58.034,57.717,59.428,57.264,58.155,57.877,59.579,57.386,58.17,57.865,59.584,57.347,58.106,57.879,41.593,42.117,40.717,41.122,41.698,42.227,40.753,41.127,41.666,42.179,40.676,41.163,41.734,42.234,40.81,41.181,41.738,42.259,40.823,41.223,41.738,42.242,40.834,41.311,41.905,42.431,40.936,41.322,41.897,42.411,40.932,41.399
60.377,59.553,61.73,60.56,60.509,59.659,61.775,60.623,60.601,59.732,61.746,60.605,60.597,59.758,61.919,60.728,60.693,59.845,61.97,60.763,60.765,59.905,61.998,60.877,60.832,59.983,62.097,60.918,60.867,60.015,62.122,60.958,57.281,56.813,57.077,58.166,57.414,56.936,57.134,58.241,57.544,57.04,57.143,58.275,57.561,57.06,57.28,58.332,57.57,57.074,57.256,58.309,57.624,57.184,57.384,58.528,57.756,57.243,57.408,58.489,57.705,57.209,57.39,58.466,40.213,40.698,41.45,39.613,40.324,40.892,41.512,39.648,40.375,40.911,41.509,39.682,40.375,40.912,41.561,39.689,40.411,40.963,41.598,39.715,40.432,40.973,41.638,39.872,40.544,41.076,41.693,39.82,40.502,41.004,41.736,39.858
60.373,60.742,61.621,60.38,60.543,60.934,61.679,60.411,60.598,60.92,61.558,60.389,60.653,61.057,61.843,60.553,60.733,61.149,61.869,60.609,60.817,61.164,61.845,60.682,60.839,61.223,61.979,60.732,60.844,61.213,61.983,60.714,59.13,56.927,57.813,57.543,59.239,57.057,57.885,57.611,59.338,57.118,57.856,57.645,59.407,57.192,58.035,57.693,59.358,57.187,57.996,57.691,59.433,57.258,58.084,57.855,59.533,57.327,58.152,57.833,59.463,57.295,58.159,57.856,41.489,42.002,40.6,41.081,41.674,42.205,40.715,41.118,41.701,42.209,40.667,41.163,41.758,42.238,40.81,41.19,41.763,42.319,40.838,41.214,41.805,42.322,40.897,41.359,41.902,42.39,40.916,41.308,41.795,42.327,40.856,41.289
60.313,59.561,61.717,60.545,60.531,59.71,61.813,60.597,60.524,59.653,61.69,60.602,60.598,59.775,61.972,60.78,60.726,59.882,61.989,60.797,60.795,59.902,61.987,60.866,60.84,60.016,62.125,60.932,60.864,59.999,62.054,60.878,57.315,56.905,57.077,58.147,57.452,56.974,57.173,58.241,57.493,57.037,57.115,58.309,57.574,57.049,57.299,58.327,57.567,57.08,57.255,58.323,57.65,57.136,57.329,58.463,57.725,57.249,57.429,58.494,57.733,57.261,57.391,58.496,40.157,40.759,41.427,39.578,40.324,40.9,41.549,39.668,40.306,40.891,41.476,39.712,40.375,40.868,41.606,39.723,40.44,41.002,41.597,39.679,40.461,40.975,41.672,39.893,40.56,41.094,41.714,39.852,40.508,41.057,41.629,39.824
60.327,60.81,61.564,60.317,60.539,60.944,61.684,60.442,60.542,60.899,61.557,60.411,60.601,61.002,61.857,60.591,60.727,61.114,61.871,60.582,60.809,61.113,61.858,60.675,60.873,61.301,62.031,60.741,60.884,61.226,61.925,60.699,59.126,56.977,57.776,57.503,59.265,57.096,57.892,57.583,59.27,57.085,57.844,57.652,59.363,57.154,58.047,57.715,59.359,57.161,58.013,57.724,59.492,57.268,58.092,57.829,59.511,57.359,58.164,57.846,59.553,57.335,58.123,57.868,41.575,42.112,40.638,41.059,41.659,42.196,40.75,41.144,41.694,42.19,40.671,41.177,41.717,42.199,40.813,41.211,41.766,42.283,40.785,41.173,41.772,42.3,40.868,41.361,41.919,42.422,40.95,41.308,41.86,42.358,40.878,41.336
60.311,59.523,61.695,60.504,60.48,59.681,61.777,60.574,60.598,59.756,61.766,60.625,60.573,59.746,61.907,60.706,60.68,59.823,61.983,60.776,60.718,59.875,61.964,60.866,60.888,60.067,62.159,60.887,60.835,59.99,62.1,60.932,57.303,56.86,57.061,58.14,57.419,56.986,57.124,58.165,57.517,57.058,57.177,58.304,57.549,57.062,57.251,58.295,57.534,57.032,57.275,58.386,57.664,57.21,57.332,58.457,57.765,57.262,57.446,58.427,57.696,57.237,57.424,58.546,40.192,40.78,41.448,39.593,40.266,40.846,41.467,39.568,40.326,40.88,41.527,39.734,40.338,40.889,41.539,39.661,40.391,40.925,41.613,39.721,40.397,41.032,41.652,39.872,40.6,41.063,41.721,39.763,40.474,41.053,41.728,39.912
60.363,60.781,61.625,60.381,60.527,60.92,61.669,60.398,60.667,60.934,61.617,60.419,60.625,61.064,61.821,60.514,60.726,61.088,61.877,60.611,60.766,61.149,61.827,60.653,60.881,61.248,62.048,60.7,60.88,61.264,62.011,60.761,59.137,56.963,57.841,57.541,59.215,57.062,57.886,57.566,59.357,57.135,57.894,57.638,59.364,57.177,57.994,57.655,59.385,57.178,58.026,57.76,59.475,57.275,58.057,57.835,59.576,57.39,58.231,57.85,59.53,57.336,58.158,57.902,41.567,42.09,40.677,41.091,41.626,42.149,40.64,41.038,41.626,42.141,40.648,41.166,41.743,42.24,40.785,41.157,41.723,42.261,40.816,41.241,41.856,42.361,40.873,41.343,41.869,42.345,40.883,41.262,41.827,42.391,40.94,41.371
60.398,59.589,61.745,60.579,60.559,59.736,61.818,60.62,60.625,59.744,61.741,60.608,60.626,59.814,61.968,60.733,60.683,59.852,61.96,60.781,60.769,59.896,61.998,60.856,60.801,59.988,62.117,60.924,60.858,60.016,62.164,60.974,57.347,56.892,57.115,58.17,57.449,56.995,57.161,58.229,57.57,57.064,57.133,58.248,57.539,57.058,57.286,58.296,57.551,57.101,57.273,58.364,57.678,57.161,57.351,58.501,57.748,57.309,57.495,58.548,57.745,57.238,57.45,58.524,40.227,40.788,41.461,39.612,40.331,40.872,41.467,39.621,40.36,40.898,41.483,39.673,40.385,40.898,41.595,39.71,40.386,40.96,41.601,39.741,40.478,41.021,41.7,39.912,40.503,41.065,41.686,39.837,40.507,41.087,41.759,39.882
60.464,60.852,61.63,60.376,60.577,60.986,61.75,60.475,60.636,60.969,61.598,60.412,60.657,61.054,61.877,60.596,60.694,61.092,61.83,60.6,60.823,61.128,61.875,60.688,60.836,61.252,61.999,60.762,60.899,61.284,62.062,60.784,59.176,57.013,57.865,57.559,59.251,57.109,57.936,57.62,59.344,57.144,57.872,57.614,59.334,57.157,58.057,57.698,59.34,57.185,58.005,57.739,59.509,57.256,58.101,57.874,59.536,57.372,58.214,57.918,59.572,57.358,58.191,57.903,41.579,42.11,40.667,41.08,41.641,42.197,40.761,41.155,41.758,42.257,40.712,41.168,41.706,42.213,40.848,41.216,41.761,42.291,40.807,41.229,41.827,42.306,40.881,41.371,41.91,42.403,40.966,41.345,41.891,42.399,40.923,41.339
