60.242,59.424,61.561,60.392,60.403,59.531,61.575,60.399,60.398,59.531,61.559,60.407,60.407,59.591,61.722,60.51,60.459,59.616,61.781,60.577,60.535,59.698,61.815,60.694,60.714,59.92,62.001,60.801,60.754,59.881,61.924,60.798,57.228,56.782,56.981,58.027,57.356,56.884,57.021,58.088,57.35,56.861,56.983,58.098,57.385,56.913,57.108,58.141,57.379,56.877,57.099,58.168,57.458,57.007,57.174,58.276,57.612,57.152,57.328,58.373,57.663,57.188,57.313,58.471,40.161,40.72,41.378,39.533,40.281,40.759,41.329,39.498,40.253,40.802,41.396,39.565,40.229,40.749,41.421,39.543,40.194,40.754,41.464,39.585,40.23,40.765,41.456,39.691,40.457,41.015,41.637,39.756,40.462,41.046,41.591,39.842
60.242,60.686,61.451,60.204,60.382,60.767,61.454,60.247,60.42,60.722,61.409,60.213,60.43,60.847,61.64,60.35,60.527,60.875,61.705,60.43,60.583,60.917,61.701,60.484,60.741,61.124,61.849,60.571,60.778,61.115,61.783,60.625,58.997,56.847,57.719,57.401,59.094,56.941,57.766,57.462,59.134,56.932,57.718,57.463,59.192,57.031,57.897,57.555,59.233,57.003,57.876,57.567,59.277,57.098,57.966,57.698,59.425,57.25,58.049,57.748,59.47,57.236,57.997,57.77,41.518,42.039,40.626,41.021,41.585,42.11,40.64,41.019,41.557,42.072,40.558,41.037,41.596,42.095,40.67,41.039,41.585,42.102,40.671,41.085,41.616,42.113,40.676,41.159,41.751,42.279,40.797,41.19,41.77,42.295,40.822,41.294
60.239,59.402,61.565,60.38,60.33,59.481,61.605,60.448,60.418,59.541,61.551,60.412,60.403,59.562,61.721,60.53,60.504,59.655,61.786,60.577,60.565,59.699,61.79,60.679,60.654,59.819,61.943,60.762,60.699,59.858,61.971,60.808,57.184,56.696,56.948,58.026,57.268,56.798,57.007,58.109,57.404,56.893,56.992,58.125,57.402,56.906,57.123,58.173,57.411,56.915,57.104,58.164,57.473,57.016,57.197,58.352,57.599,57.104,57.288,58.377,57.591,57.102,57.282,58.356,40.134,40.612,41.35,39.504,40.197,40.758,41.404,39.536,40.271,40.811,41.397,39.569,40.243,40.77,41.408,39.544,40.265,40.812,41.458,39.587,40.3,40.847,41.49,39.716,40.388,40.913,41.557,39.686,40.368,40.895,41.63,39.752
60.248,60.593,61.466,60.209,60.365,60.752,61.515,60.247,60.426,60.741,61.372,60.205,60.462,60.868,61.668,60.374,60.557,60.971,61.7,60.429,60.625,60.972,61.645,60.491,60.663,61.055,61.83,60.583,60.696,61.071,61.845,60.578,59.042,56.819,57.695,57.41,59.099,56.918,57.76,57.49,59.207,56.985,57.71,57.492,59.246,57.043,57.897,57.549,59.21,57.04,57.852,57.554,59.289,57.099,57.906,57.687,59.376,57.185,58.031,57.724,59.36,57.196,58.052,57.756,41.415,41.918,40.502,40.979,41.554,42.085,40.608,41.02,41.61,42.119,40.566,41.055,41.625,42.105,40.678,41.054,41.624,42.182,40.707,41.091,41.689,42.202,40.747,41.209,41.74,42.228,40.769,41.175,41.679,42.22,40.752,41.193
60.193,59.425,61.566,60.385,60.359,59.541,61.651,60.438,60.359,59.482,61.508,60.422,60.426,59.616,61.809,60.617,60.562,59.724,61.834,60.631,60.601,59.709,61.797,60.685,60.665,59.854,61.975,60.795,60.732,59.876,61.93,60.754,57.235,56.805,56.968,58.032,57.322,56.853,57.058,58.128,57.38,56.906,56.971,58.162,57.431,56.924,57.182,58.199,57.434,56.946,57.13,58.197,57.508,56.984,57.172,58.312,57.577,57.115,57.309,58.39,57.641,57.168,57.302,58.402,40.093,40.683,41.34,39.488,40.209,40.789,41.443,39.571,40.215,40.808,41.372,39.604,40.259,40.753,41.489,39.602,40.312,40.878,41.488,39.577,40.33,40.851,41.526,39.743,40.4,40.938,41.574,39.723,40.4,40.962,41.543,39.742
60.2,60.671,61.412,60.163,60.376,60.783,61.532,60.278,60.384,60.736,61.384,60.243,60.439,60.844,61.7,60.436,60.576,60.96,61.723,60.42,60.624,60.927,61.676,60.485,60.695,61.129,61.874,60.595,60.751,61.1,61.795,60.569,59.042,56.878,57.662,57.387,59.143,56.982,57.783,57.477,59.16,56.964,57.7,57.511,59.226,57.039,57.934,57.6,59.236,57.041,57.891,57.603,59.354,57.119,57.939,57.671,59.366,57.22,58.036,57.736,59.46,57.249,58.027,57.779,41.511,42.037,40.549,40.966,41.552,42.092,40.641,41.04,41.599,42.1,40.562,41.069,41.603,42.085,40.7,41.096,41.64,42.165,40.672,41.064,41.647,42.162,40.706,41.195,41.753,42.266,40.803,41.182,41.752,42.263,40.785,41.252
60.167,59.37,61.536,60.349,60.324,59.528,61.622,60.419,60.434,59.594,61.605,60.468,60.418,59.591,61.747,60.56,60.537,59.682,61.83,60.613,60.542,59.692,61.784,60.681,60.708,59.892,61.996,60.735,60.695,59.862,61.961,60.789,57.211,56.753,56.944,58.026,57.305,56.878,57.021,58.06,57.403,56.936,57.046,58.182,57.431,56.95,57.14,58.19,57.427,56.923,57.162,58.26,57.521,57.063,57.18,58.305,57.619,57.124,57.315,58.309,57.598,57.153,57.333,58.452,40.119,40.702,41.359,39.491,40.167,40.746,41.369,39.478,40.233,40.8,41.432,39.633,40.231,40.784,41.417,39.563,40.289,40.82,41.507,39.619,40.268,40.884,41.498,39.708,40.441,40.918,41.583,39.639,40.37,40.959,41.642,39.829
60.205,60.626,61.452,60.204,60.361,60.759,61.506,60.236,60.493,60.774,61.452,60.256,60.47,60.906,61.668,60.372,60.58,60.943,61.724,60.457,60.593,60.973,61.66,60.483,60.715,61.083,61.883,60.538,60.721,61.115,61.856,60.605,59.033,56.847,57.712,57.406,59.092,56.942,57.762,57.446,59.233,57.012,57.76,57.513,59.248,57.066,57.886,57.552,59.273,57.069,57.908,57.634,59.331,57.129,57.917,57.696,59.444,57.26,58.104,57.724,59.415,57.234,58.058,57.799,41.498,42.014,40.577,40.978,41.516,42.045,40.544,40.95,41.542,42.053,40.539,41.049,41.628,42.127,40.678,41.057,41.619,42.159,40.712,41.135,41.722,42.218,40.723,41.196,41.733,42.216,40.756,41.144,41.717,42.291,40.847,41.282
60.223,59.406,61.567,60.4,60.389,59.575,61.65,60.443,60.442,59.565,61.573,60.444,60.47,59.666,61.826,60.591,60.542,59.709,61.806,60.618,60.609,59.74,61.844,60.698,60.644,59.826,61.958,60.758,60.694,59.854,61.995,60.795,57.22,56.758,56.977,58.03,57.319,56.872,57.036,58.09,57.426,56.923,56.996,58.121,57.422,56.946,57.183,58.186,57.45,56.998,57.159,58.234,57.546,57.034,57.235,58.374,57.634,57.186,57.373,58.42,57.624,57.124,57.335,58.404,40.126,40.685,41.357,39.495,40.225,40.76,41.376,39.525,40.253,40.777,41.369,39.548,40.271,40.789,41.502,39.614,40.29,40.869,41.497,39.631,40.352,40.889,41.575,39.787,40.379,40.953,41.578,39.725,40.396,40.97,41.657,39.776
60.287,60.669,61.45,60.198,60.394,60.802,61.564,60.294,60.438,60.772,61.423,60.237,60.5,60.913,61.737,60.453,60.55,60.937,61.663,60.43,60.665,60.967,61.728,60.536,60.693,61.092,61.838,60.594,60.721,61.1,61.879,60.598,59.051,56.873,57.73,57.418,59.11,56.971,57.798,57.476,59.197,56.993,57.733,57.476,59.217,57.052,57.958,57.596,59.24,57.075,57.883,57.604,59.377,57.135,57.989,57.769,59.438,57.268,58.101,57.796,59.444,57.229,58.063,57.766,41.481,42.006,40.565,40.974,41.531,42.088,40.658,41.052,41.64,42.127,40.576,41.039,41.596,42.113,40.758,41.123,41.672,42.197,40.699,41.115,41.702,42.181,40.763,41.255,41.812,42.3,40.867,41.245,41.779,42.283,40.813,41.235
